War	Musical	Adult	Fantasy	Crime	Short	Thriller	Music	Action	Drama	Western	Adventure	Horror	Mystery	Game-Show	Animation	Family	Sport	Romance	Comedy	\N	Talk-Show	Film-Noir	Reality-TV	News	Biography	History	Sci-Fi	Documentary
93.75561797752809	97.27260113139076	80.04205528234695	91.30162527844237	93.95529334053924	19.31578947368421	95.52359346642469	84.0550809352518	99.99097141889794	94.89115801838983	76.4771377672209	91.52880341504203	87.88254098360656	93.79764827497092	46.21052631578947	74.55572028663207	84.86113541894552	84.6805387409201	97.49193169743248	89.5206345695644	79.52781784463218	62.233830845771145	82.20568181818182	70.40034364261169	70.57857601026299	85.08075377737536	90.29509644118446	89.12395787626151	73.05800947416785
